Geneid	SRR7821918	SRR7821919	SRR7821920	SRR7821921	SRR7821922	SRR7821923	SRR7821924	SRR7821925	SRR7821927	SRR7821937	SRR7821938	SRR7821939	SRR7821940	SRR7821941	SRR7821942
ENSMUSG00000041144	297	321	388	394	601	225	705	503	573	521	460	825	364	585	714
ENSMUSG00000119743	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000042699	10150	11692	10461	13666	11353	7044	16350	11217	9793	10860	6449	14132	8486	9734	11915
ENSMUSG00000101262	13	10	8	2	4	2	9	4	5	5	5	5	4	4	3
ENSMUSG00000042684	243	187	121	176	108	271	494	160	131	181	158	251	190	169	208
ENSMUSG00000099858	162	39	44	42	59	152	272	95	88	350	160	184	129	121	151
ENSMUSG00000101337	292	349	318	297	333	237	762	315	280	442	452	648	361	520	641
ENSMUSG00000025986	1928	1716	1649	1951	1696	1010	4052	1799	1468	2924	1875	3572	2020	2825	2906
ENSMUSG00000100213	68	68	60	63	49	9	103	22	19	178	65	217	205	175	190
ENSMUSG00000103129	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000100160	0	0	0	0	0	2	0	3	0	1	1	1	2	4	4
ENSMUSG00000101921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081185	14	10	10	18	13	24	9	9	17	18	3	15	12	10	5
ENSMUSG00000103246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100033	19	16	17	28	12	16	25	9	13	15	5	4	9	7	10
ENSMUSG00002075213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000056763	1340	1844	1961	2184	1850	852	3209	1928	1701	2187	1587	2934	1504	2131	2445
ENSMUSG00000099454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042671	2	6	2	8	4	9	2	12	0	2	4	7	0	5	4
ENSMUSG00000100945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100334	0	2	0	0	0	5	4	10	0	3	2	0	0	1	1
ENSMUSG00000026109	189	129	133	117	163	209	516	150	118	1100	1021	1099	799	963	1091
ENSMUSG00000026475	436	390	339	455	342	192	1252	293	215	172	221	262	197	157	172
ENSMUSG00000099568	0	0	0	2	0	4	1	4	2	2	2	4	2	4	2
ENSMUSG00000100671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101242	0	0	0	0	1	0	0	0	0	4	0	2	0	0	9
ENSMUSG00000099924	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0
ENSMUSG00000099625	0	0	0	2	0	2	2	0	0	0	0	0	2	0	0
ENSMUSG00000101799	2	0	0	0	6	2	4	0	2	8	7	7	0	8	10
ENSMUSG00000045954	30068	26195	24939	26207	23323	6380	34225	7125	6268	38601	44598	42886	29438	37926	44656
ENSMUSG00000099741	0	0	0	0	0	0	2	0	0	2	4	2	1	2	0
ENSMUSG00000101702	2	0	2	2	2	2	0	0	4	0	0	0	0	0	0
ENSMUSG00000066800	2842	3607	3176	4065	3737	3999	7397	5990	4822	3416	3143	4469	2471	2963	3880
ENSMUSG00000100183	27	30	12	33	23	65	59	75	65	91	134	155	75	85	99
ENSMUSG00000067851	9668	12271	11235	13898	11798	4818	13098	8608	8028	9799	5483	12604	7194	9430	11335
ENSMUSG00002076532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102556	2	2	8	3	2	1	6	2	0	0	0	0	3	0	0
ENSMUSG00000038608	6914	10657	9675	12390	10214	1664	9191	4113	3700	6016	4293	9725	4498	5257	7345
ENSMUSG00000042501	0	0	4	0	2	0	0	0	6	0	0	0	0	2	2
ENSMUSG00000103810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000119312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042641	12	23	11	12	16	8	60	13	6	42	32	48	55	31	54
ENSMUSG00000081417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103192	0	2	9	0	3	0	2	0	0	0	0	4	2	0	4
ENSMUSG00000104488	7	2	13	8	0	0	2	0	0	0	0	2	5	0	0
ENSMUSG00000100212	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000102721	0	0	16	0	0	0	4	0	0	12	0	0	6	0	1
ENSMUSG00000100648	1	1	1	1	0	0	2	0	0	1	2	2	1	4	2
ENSMUSG00002076499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099949	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045968	36	48	45	46	73	182	126	128	136	76	54	63	90	63	77
ENSMUSG00000043282	0	0	0	0	0	0	2	0	0	2	2	0	0	0	1
ENSMUSG00000102459	2	4	0	3	2	2	2	0	2	8	6	14	2	6	2
ENSMUSG00000047053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026107	5303	5666	5245	6969	4770	590	6960	1096	800	2576	980	3484	2500	2385	3095
ENSMUSG00000099413	219	213	168	323	174	24	67	28	23	21	11	38	30	19	21
ENSMUSG00000103424	2	6	2	6	0	0	4	0	0	0	0	0	0	0	0
ENSMUSG00000054976	0	0	0	0	0	0	4	4	0	0	0	0	0	0	4
ENSMUSG00000104029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101986	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000087008	43	19	49	34	40	66	52	23	44	29	37	31	40	13	31
ENSMUSG00000026473	30009	34227	35209	39393	48181	49868	48494	39948	36207	21014	18156	16638	17125	15857	19989
ENSMUSG00000100014	0	0	0	3	3	9	3	6	6	0	0	0	0	0	0
ENSMUSG00000101903	2	0	2	7	2	0	4	4	5	20	2	9	2	11	2
ENSMUSG00000100502	5	0	7	6	1	2	12	0	0	1	3	6	1	5	3
ENSMUSG00000088669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000066797	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000048960	5941	7366	7784	7608	8124	3114	15756	8915	7617	16568	13097	23045	9964	16494	19132
ENSMUSG00000099933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101827	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000103494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067158	4078	4945	4605	5002	5319	5074	12003	6329	4804	14354	17556	17994	9576	12857	15570
ENSMUSG00000079465	5136	6727	6174	6644	7981	5748	11390	7915	7304	18595	21347	26229	11805	17180	19415
ENSMUSG00002075966	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
ENSMUSG00000004110	70	86	48	101	135	61	234	103	49	615	457	1235	940	571	1124
ENSMUSG00000097564	22	15	7	25	26	12	47	19	9	36	16	11	21	22	31
ENSMUSG00000101880	3	3	3	7	3	2	5	2	6	1	9	14	2	4	17
ENSMUSG00000101433	0	0	0	2	0	0	2	0	0	0	0	0	0	1	0
ENSMUSG00000096950	55	46	37	62	40	51	73	34	15	122	88	113	64	66	138
ENSMUSG00000056708	3630	3335	2774	3469	3055	4656	7818	3582	3098	4060	4121	4031	3269	3930	4097
ENSMUSG00000026471	1663	1360	1282	1619	1467	1291	2176	1347	1115	3407	2652	3968	2509	3239	3607
ENSMUSG00000057715	155	103	142	140	83	97	281	118	90	161	111	258	204	218	295
ENSMUSG00000026470	2357	2440	2053	2762	2741	4072	4656	3376	3821	4296	4822	4458	3501	3692	4259
ENSMUSG00000103825	0	2	0	0	0	0	4	0	0	0	0	0	2	0	0
ENSMUSG00000099845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103561	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0
ENSMUSG00000101610	0	3	2	3	4	5	2	0	2	4	3	3	0	1	2
ENSMUSG00000104181	2	7	2	9	12	10	34	34	29	10	10	21	6	12	17
ENSMUSG00000118923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097628	1	2	3	6	3	1	3	5	2	4	3	1	0	1	9
ENSMUSG00000098163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097171	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0
ENSMUSG00000101314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033722	553	527	450	606	583	340	950	357	329	1125	1445	1193	915	1165	1262
ENSMUSG00000103670	0	0	0	0	2	1	0	0	2	0	0	0	0	0	0
ENSMUSG00000026150	4236	4130	3622	4298	4272	6145	7141	5257	5056	5799	4112	6815	4395	5620	6192
ENSMUSG00000101450	22	40	48	33	38	10	87	93	80	39	45	68	22	44	90
ENSMUSG00000026149	0	0	0	0	0	0	2	2	0	2	6	0	0	4	0
ENSMUSG00000114299	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0
ENSMUSG00000099771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102280	0	0	4	2	0	0	2	4	0	2	0	4	0	0	0
ENSMUSG00000100170	8	5	6	3	7	0	2	4	4	2	4	4	0	4	0
ENSMUSG00000100744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002074851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026469	3503	3278	3075	3888	3321	3371	6104	4002	3305	4678	3110	5432	3658	4224	5220
ENSMUSG00002076398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000018417	8209	6958	6566	7151	7488	6696	18277	8548	6784	20185	18063	23258	14892	17630	20723
ENSMUSG00000101724	2	0	2	0	0	0	2	0	0	4	0	0	2	2	5
ENSMUSG00000100313	0	4	15	0	6	5	19	8	4	6	20	6	6	4	7
ENSMUSG00000100696	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
ENSMUSG00002075355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072324	0	1	2	0	1	1	1	1	2	2	4	1	0	0	3
ENSMUSG00000026490	5328	6108	5532	6400	6564	5335	11973	7945	7010	11190	10213	12720	8134	10860	12210
ENSMUSG00000033701	1068	979	894	991	1145	1654	1667	1261	1117	1555	1755	1355	1241	1358	1485
ENSMUSG00000102194	0	0	5	2	0	2	7	0	0	5	0	6	0	0	0
ENSMUSG00000103636	0	0	1	0	0	0	0	0	0	0	12	10	4	0	2
ENSMUSG00000026468	0	0	0	4	2	0	0	0	2	0	0	0	0	0	0
ENSMUSG00000103180	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000062939	666	902	765	1090	772	261	829	425	395	340	125	460	266	225	330
ENSMUSG00000101628	12	5	11	4	6	0	1	0	1	3	1	3	2	4	0
ENSMUSG00000078291	1	2	2	4	2	8	6	2	2	6	2	4	0	1	6
ENSMUSG00000109599	8	6	0	4	2	8	15	7	6	22	35	24	19	26	14
ENSMUSG00000033684	19373	18380	18220	19908	18773	22611	34367	19759	16703	12742	13215	11242	9724	10769	11767
ENSMUSG00000102299	0	2	0	0	0	0	2	0	0	0	1	0	0	0	0
ENSMUSG00000102558	0	0	0	1	1	0	1	0	0	0	0	2	2	1	3
ENSMUSG00000016918	1805	1839	1615	2302	1783	1190	3424	1305	1121	5829	5777	7794	4525	5565	6586
ENSMUSG00000033671	5795	6571	6118	7616	6171	2768	9197	4940	4693	5481	4893	7936	3910	5842	7406
ENSMUSG00000103717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103771	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSMUSG00000102837	0	1	3	4	4	0	8	0	0	0	0	6	6	0	0
ENSMUSG00000077419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102833	2	6	6	10	2	4	4	5	6	0	2	2	0	0	6
ENSMUSG00000026489	2209	746	766	785	728	1811	3281	1779	1073	8473	3725	3472	4201	6379	6147
ENSMUSG00000104520	10	10	9	7	6	6	13	12	5	19	10	11	7	20	12
ENSMUSG00000025938	91	122	76	108	99	51	161	98	74	817	543	848	536	628	684
ENSMUSG00000026159	7685	7746	7286	9610	7983	5099	13356	7240	6205	7805	4789	8867	5840	6864	7921
ENSMUSG00000104518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113880	7	26	38	40	46	35	60	77	73	38	50	47	49	40	62
ENSMUSG00000113973	0	6	2	4	9	8	4	9	10	2	1	0	0	0	2
ENSMUSG00000113846	0	2	8	0	2	0	0	0	2	0	0	0	0	0	0
ENSMUSG00000113084	4	6	4	9	2	10	0	4	2	0	0	0	0	0	0
ENSMUSG00000042414	0	0	0	0	0	0	0	2	4	0	2	0	0	0	0
ENSMUSG00000113925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114011	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101784	3	2	3	9	6	3	2	1	2	2	1	3	0	1	0
ENSMUSG00000038496	321	346	324	320	395	269	538	378	242	367	363	472	243	311	408
ENSMUSG00000100432	0	0	1	0	0	1	0	0	1	1	1	1	0	0	0
ENSMUSG00000100190	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0
ENSMUSG00000113267	5	2	8	11	6	4	8	3	6	15	7	0	0	4	1
ENSMUSG00000104423	0	0	0	0	0	0	2	0	0	1	2	0	0	0	0
ENSMUSG00000101315	0	0	2	1	0	0	2	0	0	2	0	2	0	0	2
ENSMUSG00000099691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026166	122	108	85	136	73	4	48	6	12	16	10	47	10	41	16
ENSMUSG00000101173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053161	222	235	218	281	227	163	407	146	158	279	336	491	316	347	495
ENSMUSG00000101896	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026466	10145	9983	9280	11633	11061	9959	9730	7813	7133	9097	8557	9684	6973	7751	8511
ENSMUSG00000102964	32	29	75	54	95	75	64	132	111	28	10	33	34	29	24
ENSMUSG00000010609	2502	2731	2161	2812	2523	1913	2951	1740	1421	3284	2833	2271	2025	2028	2420
ENSMUSG00000055676	125	96	89	116	72	78	151	87	49	160	281	170	135	185	246
ENSMUSG00000026163	38	28	25	31	34	16	99	36	18	120	105	202	148	211	145
ENSMUSG00000079140	0	2	0	2	1	8	4	1	2	3	0	1	0	1	17
ENSMUSG00000104374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100580	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000038855	10616	10737	9053	11267	10422	14330	19295	12001	11278	19597	29212	19714	16703	17101	19853
ENSMUSG00002076780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104388	28	34	91	16	29	19	130	21	19	88	56	37	105	79	38
ENSMUSG00000077736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103123	0	2	7	0	0	0	14	4	0	10	2	0	7	11	2
ENSMUSG00000103772	8	5	41	4	0	4	30	4	4	16	9	10	33	12	13
ENSMUSG00000053963	65	67	65	44	71	151	88	101	99	328	371	314	267	325	325
ENSMUSG00000104210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102608	6	5	4	0	5	2	7	0	0	17	8	14	20	10	14
ENSMUSG00000045658	2421	2546	2330	2876	2039	872	2920	926	590	4126	2879	3254	2578	2918	2772
ENSMUSG00000050565	11198	11373	10476	13442	13667	8271	10697	8472	7545	9097	7202	10277	6673	7609	8929
ENSMUSG00000102750	2	2	18	2	8	2	6	0	0	1	0	0	8	2	2
ENSMUSG00000101934	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000098851	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSMUSG00000015484	2	6	2	6	4	16	4	4	10	18	27	18	6	14	28
ENSMUSG00000048402	123	133	125	177	112	74	300	85	74	615	960	662	443	515	446
ENSMUSG00000098273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097408	0	0	0	0	0	4	0	0	0	4	2	0	2	0	4
ENSMUSG00000096939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100767	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000099860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101179	5	4	0	2	2	6	9	0	0	26	22	24	28	14	27
ENSMUSG00000037035	862	990	1030	1289	1692	12816	2898	12251	11193	1358	1692	1601	1187	1309	1512
ENSMUSG00000036766	18	8	6	20	11	19	13	16	8	92	89	92	34	50	74
ENSMUSG00000104396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000005886	4314	4965	4445	5459	4986	3807	7333	4892	4498	5862	5200	6959	4439	5246	6908
ENSMUSG00000093254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000004451	3926	3924	3463	4862	4066	5794	6782	4316	4182	4647	5944	4886	3698	4113	4220
ENSMUSG00000101437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103506	0	4	6	0	0	9	3	6	4	7	0	4	0	0	8
ENSMUSG00000098447	15	12	21	21	14	32	33	11	33	33	40	47	27	23	25
ENSMUSG00000103495	0	4	12	0	0	0	9	0	4	4	2	2	6	2	8
ENSMUSG00002076346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102639	0	1	2	2	0	0	0	4	0	0	4	0	0	0	0
ENSMUSG00000098923	1214	1086	849	1231	1068	950	1848	887	804	1343	1351	1370	1100	1170	1440
ENSMUSG00000104170	0	2	4	5	2	6	3	8	2	4	2	0	6	6	0
ENSMUSG00000087782	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0
ENSMUSG00000101731	0	2	2	0	11	13	0	12	1	0	7	10	10	8	6
ENSMUSG00000103085	8	6	25	21	10	19	28	16	6	16	2	12	36	30	10
ENSMUSG00000084505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102664	6	2	16	9	0	3	11	0	4	8	1	6	8	8	6
ENSMUSG00000101476	2	1	2	0	0	3	0	2	0	0	0	3	0	0	2
ENSMUSG00000101171	1	3	0	2	4	0	0	0	2	0	2	1	1	1	0
ENSMUSG00000026496	2862	3074	2494	3399	2503	1606	4198	1570	1210	4940	5132	5401	4207	4412	4668
ENSMUSG00000025935	7225	5892	5773	6606	5520	4559	9237	5204	4084	6493	4036	7004	5036	5167	6701
ENSMUSG00000025937	2538	1559	1541	1797	1802	1694	4444	1557	1118	4185	1954	3759	2306	2556	3331
ENSMUSG00000102982	14	33	42	33	48	25	65	25	27	37	24	37	26	30	42
ENSMUSG00000067813	49	14	14	10	0	10	86	28	6	116	8	8	1	0	4
ENSMUSG00000077368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097711	12	6	4	11	10	5	8	1	6	5	1	1	3	8	8
ENSMUSG00000102166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101523	1139	1033	819	978	774	712	1381	757	714	1034	627	1226	748	993	1205
ENSMUSG00000026596	5178	6341	5969	7520	7855	4735	5307	4213	3951	4230	3998	5056	3336	3791	4636
ENSMUSG00000104293	8	8	18	17	4	20	32	12	27	22	6	14	18	12	14
ENSMUSG00000026219	15443	17112	15668	19248	18109	10421	23467	16718	14567	17037	11488	20745	12040	14961	17950
ENSMUSG00000103505	1	0	11	4	3	0	4	2	0	2	0	3	6	0	0
ENSMUSG00000104503	4	4	22	6	4	8	16	7	16	12	4	9	17	12	2
ENSMUSG00000073633	509	394	337	434	434	759	747	428	492	624	759	696	587	670	663
ENSMUSG00000026220	14	19	16	8	10	89	98	62	85	20	14	26	6	14	29
ENSMUSG00000118590	32	33	23	17	8	2	23	0	0	18	4	32	11	10	9
ENSMUSG00000099693	4	11	4	1	3	1	1	2	0	4	0	7	10	3	2
ENSMUSG00000026104	25347	22283	20302	22068	15205	624	2095	629	544	4288	2857	5136	1441	1483	1731
ENSMUSG00000026383	2420	2136	2277	2468	2864	4053	5323	4140	4305	5239	4606	6978	4501	5009	6164
ENSMUSG00000099569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102687	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000060519	8788	7711	6996	8760	7347	4200	5846	2977	2724	5633	5954	6154	3868	4276	4740
ENSMUSG00000060743	9941	9149	8088	9956	8667	14698	17606	10183	9099	12550	11513	14136	10172	11246	13164
ENSMUSG00000073485	37	24	27	36	34	24	97	15	12	144	85	158	114	99	150
ENSMUSG00000084558	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ENSMUSG00000038806	1847	2062	1748	2377	2217	2666	3119	2370	2028	2258	2076	2374	1984	1909	2418
ENSMUSG00000052477	465	525	425	618	300	217	149	104	82	163	99	236	168	86	133
ENSMUSG00000103979	7	7	5	4	4	1	6	0	4	4	0	3	0	2	6
ENSMUSG00000064281	112	103	113	114	89	132	115	86	101	137	202	108	97	123	91
ENSMUSG00002076475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118640	16	13	7	16	10	1	6	8	2	8	3	10	5	1	1
ENSMUSG00000104251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061852	13	16	7	13	7	1	14	2	1	11	2	7	4	1	1
ENSMUSG00000089976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033557	5535	5079	4604	5915	4983	5376	6678	4085	3401	6565	5517	6781	5140	5806	6713
ENSMUSG00000102961	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046057	13	12	3	5	4	0	16	2	0	8	1	4	8	0	0
ENSMUSG00000101279	135	160	132	164	98	28	82	66	37	46	25	45	16	21	24
ENSMUSG00000066652	0	0	0	0	0	0	0	0	0	8	0	10	6	10	8
ENSMUSG00000025932	196	140	157	171	190	172	305	209	152	392	271	618	358	356	501
ENSMUSG00002075819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000054493	18	16	18	13	6	6	32	7	9	49	51	34	43	48	60
ENSMUSG00000089844	160	220	136	186	160	65	96	42	28	56	20	69	51	25	44
ENSMUSG00000073631	2	2	1	4	1	0	0	0	0	0	3	3	5	2	1
ENSMUSG00000026520	1522	1365	1112	1435	1308	1751	2203	1342	1346	1808	2544	1977	1474	1710	1806
ENSMUSG00000025930	68	74	96	64	127	103	146	73	80	143	198	128	123	146	136
ENSMUSG00000103492	6	10	7	12	5	8	16	6	4	15	22	12	12	10	22
ENSMUSG00000081201	3	7	5	10	0	0	6	4	0	7	2	4	0	2	0
ENSMUSG00000038793	76	44	42	50	38	53	166	62	35	160	240	128	153	164	197
ENSMUSG00000082193	26	19	24	30	27	39	41	18	12	37	22	14	22	19	31
ENSMUSG00000090128	2	0	0	0	1	0	0	0	0	0	0	0	0	3	0
ENSMUSG00000026384	1048	1476	1450	1538	1456	793	2775	1766	1535	2974	992	3969	1796	2587	3053
ENSMUSG00000091876	3	9	4	1	3	0	6	3	4	6	5	4	4	1	0
ENSMUSG00000103146	4	2	11	6	2	8	6	6	0	2	0	12	10	10	4
ENSMUSG00000100436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100636	0	0	0	2	0	0	2	0	0	2	2	2	0	0	0
ENSMUSG00000101224	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
