Geneid	SRR7821918	SRR7821919	SRR7821920	SRR7821921	SRR7821922	SRR7821923	SRR7821924	SRR7821925	SRR7821927	SRR7821937	SRR7821938	SRR7821939	SRR7821940	SRR7821941	SRR7821942
ENSMUSG00000038271	1335	1651	1446	1691	1960	2090	2505	1968	1793	2466	3205	2747	2173	2254	2872
ENSMUSG00000057666	4836	5070	4073	5733	5012	6654	7011	5068	4867	5096	4947	4254	4113	4702	4226
ENSMUSG00000038252	3084	4239	3391	4919	3171	1138	3177	1319	1010	1963	1779	2272	1536	1436	1620
ENSMUSG00000089617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030335	2440	2320	1835	2321	2019	1855	2843	1354	1261	2422	2821	2753	2002	2779	2431
ENSMUSG00000093157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030337	950	998	915	1124	1128	1315	1857	1092	1172	3245	3278	3787	2523	2667	3816
ENSMUSG00000038213	12230	11846	9639	12060	10013	2045	3394	1450	1166	3402	3800	3432	2037	2407	2866
ENSMUSG00000030336	501	624	435	804	458	239	372	156	165	522	709	660	392	349	409
ENSMUSG00000098856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121048	55	57	74	60	36	22	55	10	17	71	21	111	62	58	116
ENSMUSG00000107965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108129	40	56	41	99	45	4	46	12	0	66	20	49	45	22	62
ENSMUSG00000067702	0	0	0	2	0	0	2	0	2	0	2	0	0	0	0
ENSMUSG00000030339	5283	5277	4618	5642	5677	8531	8080	6959	6939	5625	8077	5650	4594	5290	5602
ENSMUSG00000030340	22459	25785	24784	29760	37183	77164	41068	47198	60221	21315	34100	21727	20129	20257	26315
ENSMUSG00000030341	14140	14365	12031	15266	14618	16336	17447	12524	11570	10959	14020	10988	9516	10296	11225
ENSMUSG00000038167	107	91	91	106	93	137	241	146	172	466	358	313	310	270	288
ENSMUSG00000120430	1	0	0	4	0	1	3	2	0	1	4	0	0	0	1
ENSMUSG00000030342	14017	13150	12022	13542	16102	24841	23986	15598	16558	17714	20039	22172	14726	16583	20300
ENSMUSG00000101191	92	61	65	92	86	59	56	40	26	103	99	87	47	59	84
ENSMUSG00000101162	5	3	2	6	11	13	15	21	22	17	11	23	9	11	6
ENSMUSG00000107786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033963	2	2	0	2	0	2	4	2	0	2	6	0	6	2	6
ENSMUSG00000033940	5742	5077	4464	5792	4842	6502	7678	4103	3731	6435	7682	6882	5359	5780	6123
ENSMUSG00000107937	41	39	60	45	29	16	103	33	34	38	66	66	29	19	62
ENSMUSG00000107560	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
ENSMUSG00000056952	3548	3985	3654	4579	4957	9229	5227	5878	6893	3368	3902	3789	3132	3330	3645
ENSMUSG00000121578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107576	4	2	3	0	0	0	4	0	2	4	2	10	6	4	2
ENSMUSG00000107688	2	0	0	4	6	0	9	0	4	2	0	0	2	0	2
ENSMUSG00000029993	1549	1510	1159	1692	1499	1619	2062	1119	1092	1616	1289	1856	1079	1372	1594
ENSMUSG00000029992	7121	7166	6837	8172	7120	3626	8675	4565	4372	5561	4704	8067	5125	5833	7463
ENSMUSG00000090891	6	27	18	12	40	47	38	72	51	61	52	89	51	86	89
ENSMUSG00000033420	3118	3128	2777	3323	2816	2998	5558	2778	2280	15032	13917	16592	10027	12511	12782
ENSMUSG00000108195	17	7	11	10	10	10	18	12	15	53	42	69	35	44	35
ENSMUSG00000107436	5	0	2	4	10	4	11	7	2	10	31	29	13	18	6
ENSMUSG00000107865	0	2	0	4	2	0	10	2	0	3	2	1	5	10	6
ENSMUSG00000108006	3	0	0	1	0	0	0	0	1	1	5	3	1	0	2
ENSMUSG00002074885	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000107780	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0
ENSMUSG00000108143	1	0	2	0	2	0	20	0	0	11	12	19	10	10	8
ENSMUSG00000030050	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000030049	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000030022	2946	4338	3839	4652	5640	7002	8034	8409	8729	3051	3235	3931	1300	2707	1844
ENSMUSG00000079462	29	4	13	19	8	4	21	0	9	14	6	20	18	19	32
ENSMUSG00000108286	0	4	1	2	0	2	6	0	0	2	6	2	6	0	4
ENSMUSG00000108258	2	0	8	10	0	4	7	4	4	16	4	2	2	4	0
ENSMUSG00000039985	640	555	569	687	668	656	1176	669	679	955	639	1000	663	809	906
ENSMUSG00000085355	39	51	22	30	29	47	61	43	36	40	65	66	38	37	59
ENSMUSG00000080536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030313	2053	1756	1842	1888	2034	1528	4482	2272	1745	3173	2093	3473	2096	2779	3480
ENSMUSG00000082633	1	1	0	0	0	0	0	0	0	1	0	0	2	0	2
ENSMUSG00000081532	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000107970	4	4	8	3	8	0	10	4	0	6	2	6	7	6	2
ENSMUSG00000065664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039958	1617	1462	1432	1779	1628	1551	1843	1093	1085	1780	1420	2116	1448	1631	1860
ENSMUSG00000108244	0	1	0	0	0	0	0	2	0	0	6	1	0	2	0
ENSMUSG00000085412	6	2	2	0	7	2	0	2	0	86	26	54	24	58	30
ENSMUSG00000101298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000056468	17	14	18	23	31	21	76	13	21	193	247	134	121	100	97
ENSMUSG00000086126	0	0	0	0	2	8	0	0	0	0	0	0	0	0	0
ENSMUSG00000119290	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000085413	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000030031	290	288	284	359	256	55	366	97	106	200	114	295	201	205	372
ENSMUSG00000107934	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000068180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061838	2457	1540	1426	1628	1588	2623	3799	2254	1911	4779	2900	3443	2957	3613	3709
ENSMUSG00000049409	32	40	27	34	24	42	131	34	38	95	61	132	76	60	147
ENSMUSG00000108118	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
ENSMUSG00000030051	383	334	379	444	327	299	593	222	237	587	452	624	406	532	543
ENSMUSG00000107593	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121511	2	4	1	1	2	0	4	0	4	6	4	12	6	0	8
ENSMUSG00000107928	18	12	23	27	35	22	14	30	11	21	24	12	15	10	22
ENSMUSG00000048636	104	163	144	205	308	493	577	955	521	48	27	25	39	43	30
ENSMUSG00000090194	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030270	6	9	8	9	3	13	12	1	12	8	4	2	6	4	2
ENSMUSG00000107812	2	19	13	20	15	22	9	6	8	12	2	18	2	2	4
ENSMUSG00000001632	3799	4673	3930	5357	4727	7173	6710	5749	5441	3803	4255	3781	3421	3378	4522
ENSMUSG00000085012	17	6	4	2	2	23	9	7	2	10	9	21	11	15	17
ENSMUSG00000030271	503	447	473	530	528	604	866	477	324	709	1002	788	660	608	711
ENSMUSG00000030272	2368	2064	1924	2126	2096	2629	4969	2563	1945	4374	5156	4939	3978	4445	5326
ENSMUSG00000108162	0	4	2	2	0	0	4	2	0	12	4	8	0	6	10
ENSMUSG00000048930	1435	1559	1210	1629	1287	1035	2164	833	876	2064	2608	1847	1755	1815	2155
ENSMUSG00000079426	5344	5098	4221	5950	4556	4694	7466	3360	2862	3758	4175	4049	3587	3394	3846
ENSMUSG00000030276	979	945	1035	1171	1091	1636	2042	1562	1614	1443	1826	1582	1432	1237	2106
ENSMUSG00000051169	155	188	187	195	229	289	362	268	179	373	451	302	266	310	324
ENSMUSG00000107944	146	132	169	233	222	347	302	269	324	262	334	224	232	307	317
ENSMUSG00002076012	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000030278	1771	1350	1366	1989	1548	1289	3024	1377	1183	3104	3826	4279	5831	3011	6386
ENSMUSG00000108018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051256	1231	1012	924	1126	1071	1074	1595	758	795	1221	1361	1232	948	1068	1245
ENSMUSG00000043088	708	751	717	765	730	966	1441	598	620	1608	2641	1965	1294	1497	1773
ENSMUSG00000030281	1678	1490	1156	1554	1174	1245	1737	941	754	1997	2440	1777	1591	1785	1899
ENSMUSG00000121097	8	9	4	4	2	2	12	6	4	6	21	10	8	4	14
ENSMUSG00000045009	0	0	2	6	8	4	0	12	8	2	2	10	0	4	4
ENSMUSG00000030286	4781	4355	3862	4511	4632	5668	6075	3860	4052	5892	5715	6021	4511	5125	5225
ENSMUSG00002075666	0	0	0	0	0	0	0	2	0	0	0	1	0	2	0
ENSMUSG00000034023	477	646	442	603	485	199	495	175	120	279	208	415	175	182	300
ENSMUSG00000100291	2	0	0	4	8	15	8	12	10	21	6	12	21	33	20
ENSMUSG00000107401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109076	0	0	1	0	0	3	2	4	0	2	0	4	0	0	3
ENSMUSG00000000627	528	526	462	562	389	341	1248	328	227	1207	1751	1772	1089	1275	1357
ENSMUSG00000030041	89	54	31	63	70	385	349	172	219	40	79	69	314	313	730
ENSMUSG00000107701	0	1	0	1	0	0	1	2	0	0	0	1	1	0	3
ENSMUSG00000107829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107599	0	0	0	0	0	4	0	2	3	0	0	0	2	0	2
ENSMUSG00000121008	50	56	42	76	36	21	31	16	5	39	44	63	35	20	30
ENSMUSG00000068335	2087	2286	2007	2394	2450	1723	1926	1218	1198	1429	1960	1531	1066	1044	1179
ENSMUSG00000029999	1914	2088	1730	1955	1814	1387	2440	1134	1067	1824	1960	1880	1505	1465	1876
ENSMUSG00000107745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098175	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0
ENSMUSG00000072940	668	606	543	728	603	1054	1164	644	746	783	873	687	706	667	772
ENSMUSG00000107819	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000120960	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0
ENSMUSG00000057497	890	789	665	847	651	447	1642	490	368	1363	819	1376	999	1171	1162
ENSMUSG00000057278	1895	1710	1398	1974	1473	2117	2541	1388	1202	1764	2371	1997	1364	1630	1804
ENSMUSG00000107509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029998	4674	3888	3516	4442	3956	4474	6945	3314	2501	8672	7035	8684	6131	7093	7650
ENSMUSG00000107539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101655	86	68	50	69	30	12	117	24	9	170	122	106	93	181	176
ENSMUSG00000107689	6	0	4	2	4	26	10	15	10	95	90	63	99	188	179
ENSMUSG00000097048	543	534	537	670	765	1911	1114	1252	1525	969	858	862	739	811	950
ENSMUSG00000071158	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082069	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000014543	481	554	491	615	229	75	686	119	45	21	18	46	51	76	204
ENSMUSG00000108235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000119056	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1
ENSMUSG00000030173	8	33	41	23	12	2	39	10	4	15	2	19	19	12	8
ENSMUSG00000083120	0	0	0	0	0	2	1	0	0	6	0	9	0	0	0
ENSMUSG00002075615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061769	31	32	26	20	15	4	46	0	4	30	0	53	16	12	8
ENSMUSG00000079852	216	262	285	254	223	4	332	23	20	242	60	380	139	158	165
ENSMUSG00000119609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072717	5	0	3	6	7	0	8	0	0	4	0	11	1	0	3
ENSMUSG00000108099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000119502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089727	241	200	285	216	166	8	346	48	14	356	61	419	121	213	249
ENSMUSG00000118694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121359	0	14	11	6	3	0	24	0	0	26	7	24	19	11	25
ENSMUSG00000072721	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000119829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033024	74	149	93	74	87	18	240	50	11	196	61	263	121	183	131
ENSMUSG00002075515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097486	0	0	2	0	0	2	0	0	0	0	2	4	2	0	0
ENSMUSG00000009394	263	341	277	314	290	259	491	204	221	851	904	716	543	755	786
ENSMUSG00000107489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030317	170	149	140	187	163	278	352	225	200	115	179	223	229	361	284
ENSMUSG00000120571	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000030232	4511	4759	4320	5526	4504	3213	6931	3638	3021	4407	3319	5119	3704	4262	4650
ENSMUSG00000107750	11	5	15	9	16	10	21	6	9	10	3	10	4	2	1
ENSMUSG00000080921	3059	2460	2121	2568	2524	4535	4129	2935	2873	2929	3369	2943	2485	2835	2771
ENSMUSG00000108039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079343	46	62	93	63	102	18	21	19	11	31	14	39	29	32	44
ENSMUSG00000004270	3187	3167	2695	3521	3346	4561	5443	3640	3209	4559	4256	4667	3168	3362	4089
ENSMUSG00000004268	3236	2923	2208	3191	2592	2920	4260	2131	2383	3185	3743	3079	2515	2895	3154
ENSMUSG00000004264	4007	4377	3149	4555	3863	4698	6365	3584	3974	5230	5928	4394	3902	4448	4681
ENSMUSG00000088835	2	4	15	8	2	2	8	5	11	4	11	1	9	1	5
ENSMUSG00000087327	21	12	17	29	21	19	34	16	13	40	25	55	39	36	21
ENSMUSG00000099609	31	38	19	56	51	29	51	11	21	72	75	73	41	52	81
ENSMUSG00000065474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000004266	13916	15278	12586	17586	10978	6693	13706	5008	4811	5052	5742	7157	5465	4637	6814
ENSMUSG00000092482	13	8	12	9	7	23	12	12	11	8	15	12	10	12	12
ENSMUSG00000072772	512	447	363	469	373	674	909	556	511	856	1227	798	752	850	817
ENSMUSG00000107478	1	1	6	0	3	13	9	7	1	0	9	5	11	5	12
ENSMUSG00000089083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000004263	185	214	187	213	242	297	371	298	295	305	400	274	274	286	346
ENSMUSG00000004267	187	157	116	260	191	210	437	211	149	440	465	381	450	494	557
ENSMUSG00000030125	1388	1046	1117	1333	869	762	2398	527	422	2225	2985	2588	1968	2200	2615
ENSMUSG00000120271	0	0	4	0	4	6	4	3	4	0	0	0	0	4	0
ENSMUSG00000108122	3	5	6	6	8	2	12	10	10	6	4	11	2	6	2
ENSMUSG00000030074	100	108	77	108	35	45	378	91	59	422	401	636	362	527	486
ENSMUSG00000084157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000107989	0	0	0	0	0	0	0	0	0	0	0	4	0	1	1
ENSMUSG00000052144	3771	3525	3247	4442	3754	2714	5606	4071	3848	4014	2641	4770	2975	3679	4656
ENSMUSG00000108074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038451	646	681	616	725	924	1231	1082	899	908	778	1100	682	726	799	838
ENSMUSG00000023456	10300	8490	6954	9932	7423	7720	13357	5392	4972	12183	11093	9787	10296	11662	12157
ENSMUSG00000038429	4376	4999	4352	5942	5235	4109	6469	3584	3130	6188	7728	6513	5486	5693	5880
ENSMUSG00000023505	1168	1393	1159	1512	1127	556	1256	460	378	493	346	597	337	323	228
ENSMUSG00000023439	3	7	7	0	2	19	11	19	6	11	44	36	42	36	36
ENSMUSG00000023191	929	899	795	941	896	1162	1807	1021	771	3094	4496	2807	2250	2827	2686
ENSMUSG00000038390	6	23	6	9	13	4	14	0	8	26	60	63	41	38	35
ENSMUSG00000023274	3436	4064	2895	5038	3384	1326	2420	1437	1287	692	570	1020	570	495	619
ENSMUSG00000030124	958	1255	965	1697	1044	430	676	437	321	180	268	245	257	225	264
ENSMUSG00000030122	10249	9443	7770	9983	9065	9873	16926	7273	6182	18821	28875	16106	14191	15621	15862
ENSMUSG00000055818	2	4	7	4	2	0	6	4	13	6	2	2	2	9	7
ENSMUSG00000030120	6182	6037	4955	6752	5880	6832	9156	5133	4945	8614	12314	8551	7593	8484	8795
ENSMUSG00000107578	0	0	0	0	0	0	3	0	2	0	2	0	4	0	2
ENSMUSG00000030127	3507	3329	2602	3335	3025	3034	4937	2069	1910	4852	6182	4798	3880	4606	5379
ENSMUSG00002076020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030329	26	28	26	24	23	31	66	12	16	121	125	113	141	152	154
ENSMUSG00000038346	3353	3690	3036	3984	3698	4753	5728	3534	3614	4294	4935	4433	3432	3785	4403
ENSMUSG00000108034	0	0	0	0	0	0	0	0	2	0	0	2	0	0	2
ENSMUSG00000063870	13448	15408	14169	17944	16458	14244	23068	13470	11802	19400	22244	20830	16329	18427	20817
ENSMUSG00000121497	37	13	13	10	1	4	72	16	6	99	6	0	0	2	0
ENSMUSG00000071204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121283	103	14	38	25	7	13	296	47	10	213	18	3	0	8	0
ENSMUSG00000101397	105	26	47	18	14	9	282	75	4	173	13	7	1	2	0
ENSMUSG00002075644	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSMUSG00000090192	11	30	32	38	16	46	65	63	13	25	19	14	14	16	39
ENSMUSG00000040613	3377	3644	3200	4187	3194	1435	2357	1028	1116	1989	1764	2633	1331	1483	2124
ENSMUSG00000030117	67	47	56	54	14	6	17	0	0	20	8	43	0	4	6
ENSMUSG00000065721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046323	6	1	0	0	4	0	2	0	0	10	2	3	2	2	2
ENSMUSG00000030114	1073	829	607	894	481	44	805	56	39	240	160	202	123	117	71
ENSMUSG00000108090	232	265	192	216	98	25	186	31	22	56	52	46	18	27	26
ENSMUSG00002075919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108183	0	9	2	3	3	2	1	6	0	2	2	1	1	0	6
ENSMUSG00000007458	16645	16238	13353	17365	14319	12979	16827	9222	9435	12697	11375	14995	9418	11276	12946
ENSMUSG00000040669	1353	1541	1386	1560	1622	2263	2362	1660	1694	2196	2610	2296	1741	2061	2198
ENSMUSG00000118448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSMUSG00000040657	0	0	0	0	0	0	0	1	0	0	2	0	2	2	0
ENSMUSG00000107506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040649	22	16	9	29	18	6	27	14	16	86	67	103	73	49	59
ENSMUSG00000055093	363	284	304	298	296	512	451	278	295	317	484	309	243	220	324
ENSMUSG00000030116	363	279	321	344	320	190	791	199	148	2685	3137	3145	1678	2226	2079
ENSMUSG00000040627	0	5	0	0	0	7	2	14	8	25	8	29	8	2	18
ENSMUSG00000090044	0	3	2	0	2	0	7	1	1	0	5	2	2	3	1
ENSMUSG00000089931	20	36	27	30	14	37	77	22	39	16	8	28	18	16	12
ENSMUSG00000030284	1798	1527	1340	1680	1396	1129	2479	1099	813	2734	3604	2678	2145	2321	2274
ENSMUSG00000029885	0	6	2	0	4	0	2	2	0	0	0	0	0	2	0
ENSMUSG00000104084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076461	92	100	129	135	82	79	71	42	43	52	43	57	44	34	38
ENSMUSG00000051936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094808	0	0	2	2	0	0	4	0	0	0	0	0	0	0	0
ENSMUSG00000096525	0	8	0	0	0	0	4	2	0	0	0	2	0	0	0
ENSMUSG00000104408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029882	0	0	1	0	2	0	0	2	2	12	4	6	4	10	16
ENSMUSG00000076462	438	419	254	470	295	120	122	79	63	30	25	30	28	20	26
ENSMUSG00000076463	152	138	97	133	142	67	117	74	56	77	35	70	41	37	30
ENSMUSG00000103586	4	4	0	2	2	0	3	4	1	1	1	6	2	0	5
ENSMUSG00000107486	21	7	10	25	3	1	5	4	3	0	1	0	1	2	6
ENSMUSG00000076465	2	2	7	2	8	1	0	4	5	0	1	2	1	0	0
ENSMUSG00000103807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103833	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095574	59	54	27	52	36	29	53	7	21	34	17	25	21	15	13
ENSMUSG00000076467	87	101	65	151	81	43	69	39	50	51	66	68	62	32	39
ENSMUSG00000094525	106	147	126	198	126	64	130	58	53	87	37	65	37	16	30
ENSMUSG00000076469	213	305	164	290	196	124	265	101	66	102	79	102	75	67	56
ENSMUSG00000102327	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076470	64	105	54	79	96	40	62	44	39	47	44	31	32	46	23
ENSMUSG00000076471	75	33	27	36	121	23	44	17	24	36	42	35	15	23	26
ENSMUSG00000076472	231	123	70	172	140	125	69	63	43	38	27	34	9	26	36
ENSMUSG00000076473	155	165	88	173	167	63	71	57	28	57	63	48	27	27	32
ENSMUSG00000076474	66	49	52	89	65	24	19	15	8	43	16	22	12	11	20
ENSMUSG00000102409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076475	116	129	99	174	144	76	101	79	68	33	43	55	25	25	30
ENSMUSG00000076476	48	74	51	88	53	21	39	21	25	8	18	19	1	12	5
ENSMUSG00000076477	2	0	0	0	0	2	0	0	2	0	0	0	0	0	0
ENSMUSG00000102988	0	0	0	2	2	1	0	2	0	0	0	0	0	0	2
ENSMUSG00000076478	7	6	12	3	17	9	10	11	5	2	0	3	0	6	0
ENSMUSG00000102955	10	8	5	6	7	4	4	5	3	2	3	0	0	0	0
ENSMUSG00000104473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076479	69	43	39	82	77	49	27	14	12	16	8	36	10	5	9
ENSMUSG00000103042	0	0	0	2	0	0	0	0	1	2	0	0	0	0	0
ENSMUSG00000104254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076480	70	46	61	59	36	37	60	37	19	31	16	40	22	12	24
ENSMUSG00000076481	5	2	4	1	5	0	2	0	0	2	0	4	4	6	6
ENSMUSG00000054106	0	0	0	0	0	0	0	0	0	6	2	6	2	0	2
ENSMUSG00000103797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036938	0	0	0	0	0	0	0	0	0	0	12	11	6	4	2
ENSMUSG00000071521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053442	2	0	2	6	14	10	9	31	10	2	0	8	2	14	4
ENSMUSG00000036402	6326	6822	6480	8125	7976	5862	8724	6852	6291	7244	5216	7777	4827	6145	6785
ENSMUSG00000107634	0	0	0	0	0	0	0	0	0	0	0	2	1	2	2
ENSMUSG00000084154	0	8	7	4	10	4	8	2	2	0	0	1	2	0	0
ENSMUSG00000107869	0	0	6	0	0	0	0	0	3	0	0	0	0	0	0
ENSMUSG00000064987	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036390	548	527	506	461	591	720	1390	672	585	740	854	968	578	677	853
ENSMUSG00000087231	70	73	51	67	72	98	155	123	148	255	169	304	177	165	209
ENSMUSG00000097603	2	8	0	1	2	2	0	0	4	5	13	14	8	6	11
ENSMUSG00000107799	0	0	2	0	0	6	4	6	1	0	2	0	2	2	7
ENSMUSG00000047905	641	490	410	568	434	797	1020	526	474	779	1065	700	613	676	744
ENSMUSG00000108013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036371	13656	12142	10768	14229	11732	13228	20251	11090	10364	13434	9986	15649	10015	12400	13405
ENSMUSG00000108292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000018341	2166	2898	2084	3512	2189	270	1221	414	460	272	141	271	108	80	172
ENSMUSG00000107907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108000	0	4	0	0	2	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000079543	4	36	10	3	49	2	19	5	2	44	32	90	45	26	90
ENSMUSG00000076538	4	6	14	4	2	4	9	6	6	39	19	62	44	26	26
ENSMUSG00000076557	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000105752	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000076539	0	0	0	0	0	0	0	0	0	3	4	63	13	7	4
